asin,date,rating,size,width,color,text,title
B0009ZAHFE,23-Jun-14,4,9.5,M,Black,"I've been wearing Capezio DS11 for the last 8 years for linedance & the last 2 years for zumba. One pair usually lasts me around 2 years,frequency of use is 4-5 times a week...sometimes as long as 4 hours per session. These shoes have kept my knees & feet in good shape for the last 8 years. Excellent cushioning on the ball & heel which really is important for dancing,especially zumba. In these shoes I could jump,bounce & do pivoting with ease. My knees & feet have been protected from any injury & damage with these shoes. I've been wearing 9.5 all these years & I don't wear other brands besides Capezio. So recently,I ordered this pair again in my 9.5 since my current shoes although still in good condition are starting to show their age,been 2 years already. Imagine my disappointment when I received the shoes. A 9.5 couldn't fit me anymore! The width of the shoe is now way much narrower than my old pair. I forced my feet in but really just couldn't fit anymore. Sadly,I had to sell the shoes to a friend whose size fits. Putting side by side the old & new pair to compare, the difference in the cut is pretty obvious. The new pair cuts very narrow. I don't understand why Capezio now makes such narrow cut for its shoes. It was doing great with the old design for umpteen years. Many loyal Capezioians among my friends. In fact,as recent as last week,4 of my zumba friends bought this exact design upon my recommendation after going to a local shop to try the fit of the shoes. I would still recommend this DS11 for people wanting solid cushioning in their shoes for dance & Zumba but you must make sure you go to a local shop to try on the various sizes to see your best fit then order from Amazon. Don't just buy base solely on reviews here. I tried my friend's 10.5 & the fit was ok but somehow because of the narrow width the shoes didn't feel as great as before. So I won't be buying them for myself anymore. Capezio,please take heed.",Was my favourite dance sneakers
B0009ZAHFE,5-Feb-14,4,7.5,M,Red,"As opposed to other dance sneakers, these actually fit true to size (for me. I have a narrow foot. I have used a variety of dance sneakers (for Zumba and other dance classes), and these are by far my favorite - lightweight, good pivot surface (your knees will thank you!), good fit, and relatively good support. I do use these in combination with Spenco for her Total Support II insoles to get a bit more lateral stability and prevent injuries since the classes I attend tend to be high energy and involve a lot of jumping. My only complaint about these shoes is that they do not last very long - seem connecting the shoe to the outer sole ripped after only a few short months' use, but are still wearable. Pretty good price too, I just do wish the quality was a little better.",Awesome for Zumba
B0009ZAHFE,16-Apr-13,5,12,M,Black/Red,"Love these shoes - they are allowing me to pursue Zumba and belly dance without having to get a total knee replacement. And I have a white pair for work as well - I am a nurse and deal with surgical patients so there is a lot of twisting and turning involved in my job. These dance sneakers keep me from torquing my knee in all of those situations as well, and help me be the 1st one there whenever the emergency call bell goes off. I do have a history of a false high arch - meaning it is actually flat when I stand up. Plus I've had a Morton's neuroma cut on my right foot. These shoes support my arch, despite the split last, and the toe box allows the splaying that occurs, in my forefoot with each downstep, since the surgery. Hence, duh, 5 stars!",Don't do Zumba without them
B0009ZAHFE,1-Jan-15,4,9,M,Black,After reading the reviews of the sizing I ordered 2 pair of a size difference. I normally wear a size 7 and people were saying order 1.5 to 2 sizes larger. So that is what i did. The 8.5 size was a little snug and touching my big toes. I might have been able to stretch it out but I didn't want to go through the pain. I kept the 9s and sent back the 8.5 size. Thank you for making returns so easy.The shoes are perfect for my folk dancing and they are the first pair of dance shoes I have bought for my class. There were so many different styles but this one works for me. I wore them for the first time last week and my feet didn't hurt.,Ordered 2 pair for sizing
B0009ZAHFE,26-Mar-17,3,12,M,Black,"I needed these for a dance event after my previous pair unexpectedly became unusable due to tears in the soles.  First order replacement pair (same as I had previously) were way too small, despite ordering same size as owned (same brand, etc.)  Ordered second replacement pair (1.5 sizes larger than first pair) which arrived just before event. These are a bit sloppy in fit, but with socks were usable for event.  Guess now need to keep.  No consistency in sizing, even within same brand/model - very frustrating!",I needed these for a dance event after my previous ...
B0009ZAHFE,13-Mar-15,4,9,M,White,"They provide good padding around the ankle.  I wore them for the first time this morning - a distance of 2.81 miles.  My socks were sweaty under the tongue area.  So maybe they don't breathe very well or weren't meant to be walked in.  I will try them tonight at a dance class and see if I get the same result.  I like the Capezio DS27 style better, but they didn't come in white or I would have purchased them instead.  I wore them when I walked in the St Patrick's day parade, and they were just fine.",They provide good padding around the ankle
B0009ZAHFE,28-Nov-14,5,9.5,M,Red,"They're so comfortable, and stylish. I ordered the black with red trim (they even came with an extra pair of laces). They slip on and off so easily, I can see myself wearing them while travelling by air (and getting thru security).  I also ordered a size higher than my usual size, as suggested by other customers.  I wore them to a church function with black pants, a fedora and a black and silver shirt; and someone called me Michael Jackson. LOL",My New "Go To" Shoes
B0009ZAHFE,1-May-17,1,14,M,White,"bought a size larger than i normally wear based on reviews, so size fit. however, the shoes are very badly designed. the front is higher than the heel, making them impossible to walk on, never mind dancing. i've returned them.",horrible
B0009ZAHFE,3-Apr-15,4,7.5,M,White,"I like these shoes.  They are light, have split soles but offer arch support.  They also have higher heels than any other dance sneakers I've own including Bloch etc. , means more impact cushion, but less lateral stability, may not suit all people.  Like most dance sneakers they take a little getting use to, have smoother soles that offer less friction for pivoting, kind to knees, but which mean slippery.  The seams of the inside arch of feet tends to fray from the lacing, especially if you like a snug fit.  If only they re-enforce the seams, I would give it a 5, they would last longer. Buy 1 size larger than street shoe, they run small.  I've bought another since.","Very good, but read quirks."
B0009ZAHFE,5-Dec-14,3,6.5,M,Red,"I bought it together with Bloch Women's Boost Mesh Sneaker Dance Sneaker, wanting to see which one works out. It is more supportive overall, heel is about the right height ( the Bolch one is too low) . I tried it at a couple dance locations, it is very slippery on hardwood and concrete floors. I have yet to try it on a rubber dance floor and will update the review with additional info.","Strong overall support, good for zumba dancing"
B0009ZAHFE,27-Jan-13,4,10,M,White,"I am new to Zumba, have plantar fasciitis, arthritis and have 1970's shag carpeting (I know, really?). I wanted to be sure I wouldn't aggravate existing issues or create new ones. Based on Amazon, Zappos and blog ratings, I purchased three different shoes to try find the best for me. Thank you to all the reviewers who suggested getting 1 1/2 size larger in the Capezios. I usually take a street size 8.5 and bought both the 9.5 and 10. I kept the 10s and returned the 9.5. The other shoes were Nike Musique and the Ryka Studio D. I kept the Ryka in 9 just to have a backup and to have a black shoe in addition to the white Capezios. I use my orthonics in the Dansneakers without any problems. They have plenty of padding and are easy to slide but also control. So far, so good.",Comfortable shoe for Zumba Newbie
B0009ZAHFE,16-Feb-17,5,14,M,Black,"I have been line dancing for about 8 years. I have never had ""line dance"" shoes because I did not think I could find some to fit. I wear a ladies 13. Last week while doing a new step, my other shoe came off and I decided it was time to try to find something better. I found these and followed the instructions that said to order a size bigger, for me a size 14! To my amazement, they fit great. I have worn them to three classes now and they feel great and perform perfectly....they slide when they should. I could not be happier!",Even good for large feet!
B0009ZAHFE,3-Jan-13,4,13,M,Black,"I have only tried these shoes one time for Zumba dancing so far.  I really like the snug fit and the way you can really tighten the laces all the way down the shoe.  They are a fabric shoe, so they have a lot of give and good ventilation for your feet.  I like the flat toe which makes it easy to break over when dancing.  The only reason I did not give them five stars is that it's a bit too slick right now.  They just refinished the gym floors so that might be contributing to the problem but when I do moves where you slid your feet apart, they don't grip good to stop.  However, I think when I use them a few more times they will scuff up and be just fine.  Really feel good for my knees which is why I bought them in the first place, plus plenty of padding on the bottom for cushion.  I'm almost 50 years old.  I need cushion!","Snug fit, spin nicely"
B0009ZAHFE,14-Apr-14,5,9.5,M,Black,"I was looking for good shoes to use while doing Zumba.  My old sneakers were just not cutting it.  My knees would be killing me when I was done with class.  I initially brought a pair of Bloch dance sneakers.  They were extremely tight  (I have a wide foot) and had to returned them.  I then purchased these.  OMG! What a difference.  The arch takes a while to get used to (I have a flat foot) but aside from that they're awesome! I easily slide, turn, glide, etc.  Plus my knees are not hurting me.  All in all I highly recommend them for Zumba or any type of dance exercise.  Oh and definitely buy a whole size larger than you wear with street shoes.  I wear an 8 1/2 and brought these in 9 1/2 - perfect fit.",Great shoe for Zumba!
B0009ZAHFE,6-Oct-10,4,10,M,Black,"I bought this shoe to wear during the Zumba classes at the gym. My regular workout shoes were ""sticking"" to the floor, making the quick turns and moves in Zumba ""knee killers"". This shoe is much like a dance shoe but with a thicker sole that is seperated by a middle piece of thick mesh (lets me arch my feet). I recommend this shoe to anyone with knee issues. Please note that I had to order one and a half sizes larger than I would normally wear (ordered a 10 because I wear an 8 1/2)",This shoe saved my knees!!!
B0009ZAHFE,19-Jan-14,5,9.5,M,Black,"I read some of the reviews on this shoe and decided to buy the size based on the largest shoe I fit and then go up a half size.  Perfection!  In regular shoes/dress shoes I fit an 8-81/2 but in boots I am a 9.  I bought this shoe in a 91/2 and it fits perfectly.  This shoe provides the perfect traction as it lets me twirl around on the dance floor with ease, but not slide out of control.  I have high arches and this shoes seems to fit them perfectly.Besides books and appliances, this product has been my most favorite buy from Amazon!By the way, the price is great!!  In the store it's almost $20 more!!!!!Thank you Amazon and CaPEZIO!!",Great shoe!
B0009ZAHFE,20-Feb-17,1,8,M,Black,"The shoes fit OK but you cannot dance in them. They are stiff, bulky and noisy. After just a few minutes my knees were killing me. The heels are too high and hard. It is impossible to slide your foot. I'm wearing them as street shoes hoping to wear down the soles. Walking on a hard surface it sounds like you're wearing boots. I loved the Dansneaker high-tops but they stopped making them. Will have to look elsewhere for my dance shoes.",Do not buy for dance....
B0009ZAHFE,2-Feb-16,4,9.5,M,Red,These shoes run way too small. I wear 8.5 in regular shoes and 9.5 fits well in Capezio. I like the support and they feel comfortable for dancing although it took some getting used to since these are my first dancing shoes of this kind. I am giving four stars because they are a little stiff. I tried Bloch after i purchased these ones and there is a difference in the level of flexibility and the softness of the shoe.,"Nice, but run small"
B0009ZAHFE,18-Jan-15,5,9.5,M,Black,"I've had jazz sneaker capezios before that lasted a good five years with constant dancing. I ordered a size up, following the other reviewer's advice and it's been great. Generally, I wear fitness socks with these. If I were wearing nylons or tights, this would be on the roomier side of things, but because I'm using them for zumba, the thickness of the socks works fine. As far as wear and tear - I've been using these for a few month with almost daily use and they're holding up great. For someone who has never used jazz sneakers, this is going to be an adjustment. The hard plastic on the sole makes it very easy to pivot so you don't accidentally over-twist your knee, but the trade-off is you have to have enough balance to not overshoot your pivot into a complete turn.",Love it
B0009ZAHFE,28-Mar-13,5,9,M,Black,"Love these shoes for Zumba.  They looked quite bulky when I first took them out of the package, but they are super light and pliable when worn.  I usually wear a size 8 but followed recommendations to go up one size.  In size 9 they fit perfectly.  I have a medium-to-wide foot.  Someone with a narrow foot may find the standard width too roomy.  After just one workout wearing this shoe I could tell the difference in shock absorption and stability: no knee or ankle pain.  As expected from amazon.com, speedy delivery and sturdy packaging.",Fierce and Light
B0009ZAHFE,30-May-17,5,9,M,White,Best shoe ever. These make me want to dance around the house. So flexible. I'm giving them to family for gifts next Christmas. It's so hard to find a shoe for moving that feels good every single day.,Most fantastic shoe ever.
B0009ZAHFE,2-Mar-11,4,9.5,M,Black,"My fitness activities of choice are almost all dance-based...Zumba, Dance Aerobics, Hip Hop, etc...any type of DVD I can find that fits this category, I usually buy.  I'm loving my new Zumba Fitness DVD's...but I wasn't loving my cross-trainers.  They were slowing me down.A few years ago, whilst living in Austin, TX I had taken a 24 Tease and a 24 Hip Hop class at the 24 Hour Fitness, and had the same issue...so my instructor told me about a little store called Capezio.  He told me to get something called a Dansneaker.  So I did...and paid about $60 for them, then proceeded to lose them in a move...ugh.A baby later, I recomitted to my fitness goals, and to Dansneakers.  Just not to the Dansneaker price tag at Capezio.com.  Amazon.com to the rescue!Loving this show, loving the price...my only problem now is that the shoe is a little too slick for my hardwood floor, so maybe i'll take a fine-grit sandpaper to the botoom and break them in a bit.  But they made a mojor difference in the effectiveness of my workout, and I highly reccommend them.  Do like the other reviewers say, buy a size larger than normal if you plan on wearing them with socks.  You won't be disappointed!",Great Shoe for Zumba and Other Dance-Style Workouts
B0009ZAHFE,27-May-17,5,7.5,M,Black,Just buy your size! I wear a 9 and the 9 is the ones that fit! These are awesome BTW! You can get up on your toes and everything. They ARE very hot though- meaning my feet were too warm in them but kept them because they were a great product. Use them for burlesque rehearsals.,These are awesome BTW! You can get up on your toes ...
B0009ZAHFE,22-Mar-15,1,8.5,M,Black,"I normally wear a women's medium width 5.5 or 6.  The 6M shoes I purchased were very narrow, and too small.  I'd suggest buying a half to a full size up from the largest size that you normally wear, and to buy them ONLY if you have a narrow foot.",Very narrow toe - runs small
B0009ZAHFE,6-Oct-16,4,7,M,Black,"Capezio has always been my go-to when it comes to dance footwear, due to the fact they make extended sizes for women and always prove to be a comfortable fit. As someone who wears a size 13 shoe, I went with the suggestion to go a size up on these DS11A Fierce Dansneakers. They arrived quickly and fit perfectly. I am looking forward to using them in dance class.",due to the fact they make extended sizes for women and always prove to be a comfortable fit. As someone who wears a size 13 ...
B0009ZAHFE,21-Mar-17,3,9.5,M,White,They're not as comfortable as other Capezio sneakers I used to have.  Somewhat they felt kind too hard and did not fit as well.  I had to return even just after trying them on.,They're not as comfortable as other Capezio sneakers I used to have
B0009ZAHFE,6-Mar-17,4,8.5,M,Black,I ordered size 40 but the shoe was too small. the main issue is tightness in the tie box. Instead of returning the shoes I passed them to a friend who wears the size shoe as me and they fit her perfectly. I wore the shoes for a few weeks intermittently hoping to get through the breaking in period but the toe box was just too tight. Otherwise this shoe is great for dance pivots and turns. I will order 1/2 to 1 size bigger because I think it's a great dance sneaker,Otherwise this shoe is great for dance pivots and turns
B0009ZAHFE,18-Oct-15,4,9.5,M,Black,"Didn't expect this type of shoe to have any arch support.  They (I think) are made to be comfortable and flexible for dancing.  Had a size 9.5 for many years and wound up wearing them all the time, even though I'm not a dancer.  Bought them for an exercise class.  The new pair is the same size as before, but my toe bumps up against the edge of the shoe, so I'm somewhat disappointed by that. However, maybe I can break them in.  Don't want to buy too large a size.",They (I think) are made to be comfortable and flexible for dancing
B0009ZAHFE,21-Jan-13,5,10.5,M,Black,"I was in dance for a very long time and Capezio Dance sneakers were my shoe of choice due to their versatility and quality. I have been out of dance for a few years but just accepted a position to teach dance a few days a week. I tried teaching dance a few times in regular sneakers, but that didn't go to well, as I stuck to the floor during turns and when trying to teach the dance moves. So, I decided I needed to invest in some new dance shoes. I researched a variety of places both online and in stores to look for Capezio dance sneakers that I liked and at a good price. Amazon and this pair were by far the best quality for the best price! I would definitely recommend them for any type of dance class from jazz technique to Zumba at the gym. As far as sizing, I did order about a half size larger than my normal shoe size, they are well padded inside. I like a snug fit in my dance sneakers so a half size larger was perfect for me. Also, the interior padding will push down over time so you do not want to get them too large at first then they may not fit well in the long run. Happy Dancin'!",Great Price Great Quality
B0009ZAHFE,26-Mar-16,1,5,M,Red,"I had to return these and find a store that carried them to try on.  The sizing is sooooo tricky.  I don't recommend guessing.  Especialy, since it cost me a ridiculous ammount of money to return these (almost the price of the shoes themselves).  I basically threw money away on these.  Lesson learned.  These were at least 2-3 sizes smaller than street shoes.",Run very small
B0009ZAHFE,22-Apr-14,5,13,M,Black,"I had to get two sizes above my size. I am an 11.5 and I had to get a 13. Because I read other reviews about the show, I decided to go to a local dance store and try on different sizes. The reason I didn't purchase from the store is because the prices was $68. The fit worked, I tested the comfort in the store and then came home and ordered online. Because I was looking for comfort, it does not bother me that the show is a 13. It feels great!!!. It allows me to make those quick moves in class and the padding at the ankle gives good support. The padding around the ankle is another good benefit. I can tell that the show is more supportive than my regular aerobics sneaker. There is nothing about the shoe that is negative. I have had the she three weeks and 12 dance classes later I am pleased.",Used for Aerobics and Zumba Class
B0009ZAHFE,13-Mar-17,1,8,M,Black,"I had bought these as a birthday gift for my mom and after just two months of her using them, they are already ripped. Bad choice in buying these shoes. Very disappointed especially because my mom had been wanting this shoes for a while.","Ripped after two months. Not worth it, disappointed"
B0009ZAHFE,25-Sep-12,3,8,M,Black,"I have been a dancer for years and own a pair of Capezio canvas dansneakers as well as a pair of Sansha ""Skazz"" dance sneakers.  I wrongly assumed that since the ""Fierce"" were from Capezio, that their sizing and width would be consistent.  Not.  These will have to be returned.Unfortunately, these shoes are a huge disappointment.  They are far too narrow! I could barely get these shoes on and going up another half size will not help (know from experience).I will order a new pair of Sanshas (sold here on Amazon). Down side with the Sansha (perhaps all practice dance shoes) is that padding wears out fairly quickly. If you are new to wearing dance sneakers, remember to replace them when the padding breaks down and that can be as early as four to five months.  The exterior of the shoe can and will often look ""perfect"".  Replace your shoes once you start having foot or calf discomfort.",Width-----too narrow!
B0009ZAHFE,15-Apr-17,5,7,M,Black,Very comply and supportive  I sometimes forget to take them off when I get home from classI have the same shoe in black and am waiting for the next color... thank you for your continued expertise in dancer needs!Gloria Gaither,Trust in CAPEZIO!
B0009ZAHFE,17-May-11,1,10,M,Black,"I was very hopeful that I would like these shoes, but I was quite disappointed.  I have pretty normal to thin feet and rarely ever have trouble with sizing.  I read the other reviews and decided to order a full size up, but that wasn't enough.  The left shoe fit somewhat but the right shoe was very small.  In addition, the soles are seriously hard as rocks.  Even if they had have fit, I highly doubt my feet could have handled the unforgiving sole.",Like Dancing on ROCKS
B0009ZAHFE,14-Jun-16,5,8.5,M,Black,"Based on other reviews I ordered size up and that was a mistake. They are running street shoes size. Have to return and re-order. Yes, they are cushioned, but it looks like the maker is accounted for it when sized them. I have not danced in them or practiced, so I can't say how are they on the floor, but when I tried them on I liked the ability to point toes :-) and looks like they are well made.Tried them on the dance floor and practice and they are very very comfortable and I just loved them!",but it looks like the maker is accounted for it when sized them
B0009ZAHFE,3-Jun-17,5,7,M,Black,"The reviews said to order one size larger than my normal size and I did that, and the shoe work great!  I line dance with it!",and the shoe work great! I line dance with it
B0009ZAHFE,7-May-11,4,9.5,M,Black,"Not having ordered Capezio shoes in a while, I ""averaged"" all of the previous comments size adjustments and went with one whole size up.  For me, that was about right... I use these for teaching dance and for taking classes myself and they should be more snug than street shoes so that you can really be in control (if they're too big, for example, it will be harder to point your toes).  If I had gone up 1.5 sizes they would have been too big.As for the shoe itself, the turning spot on the sole is better than some of the other dance sneakers out there (it is easy to turn) but Capezio has made a good compromise and made sure that the shoes aren't TOO slippery on wooden floors, for instance.  They are comfortable and feel like they will last - the only thing that is strange about them is how tightly the shoe hugs the foot between the arch and ball of the foot (it almost feels as if the arch of the shoe hits too far forward).","Good dance shoe, reasonable price"
B0009ZAHFE,19-Mar-17,5,10,M,Black,Bought these for line dancing. Followed advice of others and ordered 1 size larger. Love them. So comfortable.,Love them. So comfortable
B0009ZAHFE,24-Feb-11,5,13,M,Black,"I've been taking Zumba for 4 months and have had quite a bit of knee pain.  It turns out that I was wearing the wrong shoes to Zumba class.  I tried both cross trainers (definitely a no) and also then upgraded to a basic fitness shoe.  Still experienced pain with both pairs of shoes.After reading the reviews, I purchased these in a size 9 (normally in between 7-1/2 to 8).  The toe box has plenty of room and the heel does fits snugly.  My feet don't feel quite as sweaty in the shoes as they're very breathable mesh.  The arch is unusual at first, but I've grown to like the feel after wearing them to class.One week of zumba in my new shoes: my knees and the arches of my feet feel much better.  I've been able to easily pivot and spin.  I feel I'm actually burning more calories now as I can move with abandon and the concern for tripping in my shoes is no longer a factor.Overall, I love these shoes! Felt like my feet looked clunky in them at first, but many Zumba classmates commented on how they liked the look of the shoe and asked me where I purchased them.",Perfect for Zumba - Kinder to my Knees
B0009ZAHFE,7-Mar-17,1,9.5,M,Black,There needs to be sizing guidelines for ordering.  I ordered (for the second time) 1 1/2 sizes larger than usual. still too small.,Sizing is way off
B0009ZAHFE,30-Jun-14,4,8.5,M,Black,"These are good shoes. They seem very cushiony and supportive. I need them for Zumba.  Usually I wear a size 6 in street shoes so I originally ordered a size 7. They were too small so I exchanged them for a size 7.5.  Bad news, the size 7.5 were still too small since my big toes were still hitting the front end. I ended up ordering a size 8! Depending on your feet, you may even have to go 2 sizes larger like me. Finding the right size is trial and error. If there a dance store near you, I recommend you try them on at the store to find your right size. (This review was written by Mr. Pepper's wife)",Order 1-2 Sizes Larger!
B0009ZAHFE,14-Mar-17,5,7.5,M,Black,Love the fit!  I bought mine one-half size larger than my regular shoes (as I usually do for tennis shoes).  There is plenty of "toe" room. I wear them for line dancing--no need to break them in.,Great fit!
B0009ZAHFE,5-Jun-17,5,14,M,Black,Excelente,Five Stars
B0009ZAHFE,1-Feb-13,4,6,M,Black,"I have used Capezio dancesneakers for a long time.  This model appears well made, and provides stable support while dancing.  My only gripe is the shoe size doesn't match up with American street shoe sizes.  Also, I believe this women's shoe is really a unisex shoe, at least as far as I can tell from the Capezio website.  I wear a 12, ordered a 12 1/2 and it was way too tight.  Returned it and ordered a 14.  I just barely fits.  I'm keeping it, because I like this shoe and hope that it will stretch a bit.  A 14 appears to be more like an 11 1/2 for men.  I don't understand why Capezio and Bloch don't get their act together and label the shoes according to the proper US shoe sizes and list them as such in the label on the shoes.  They are WAY OFF!",Shoes sizes are way off
B0009ZAHFE,25-Oct-13,1,8.5,M,Black,These shoes were required by my daughter's hip hop dance studio.  The shoes are big and bulky.  They also run very small.  She wears a 7.5.  We ordered a 8 and had to return for an 8.5. There was still not very much room in the shoe.  My daughter complained that they hurt her toe when she danced and hit the front toe area.  Not impressed at all and would not keep them if they weren't required for her class.,Bulky and runs small
B0009ZAHFE,19-May-17,5,8,M,Black,I have been wearing Capizio dance sneakers for years.  I order a full size larger and they fit well.  I use them for Zumba.,Old standby - love these dance sneakers
B0009ZAHFE,13-Mar-16,1,12,M,Black/Red,"The shoes are simply beautiful but run short. I ordered a size 12M, my usual shoe size is 11.5N. I am very disappointed more so because there is no paperwork so that I can return for a larger size.",Two strikes in disappointment.
B0009ZAHFE,19-Oct-11,1,10.5,M,Black,"I ordered these shoes for zumba and they were tooo slippery on my gym's hardwood floors.  I couldn't get any grip on the floor and constantly felt like I was sliding and not able to control it.  Also, if you do order...order 1 1/2 shoe sizes up!! I sent these back and ordered the bloch boost SO528L, which my instructor wears for zumba.",Slippery!
B0009ZAHFE,11-Jan-17,4,10,M,Black,My daughter wears an 8.5 - 9.0 in street sneakers and the 10 in this shoe fit nicely according to her.  She has quite a wide foot and I was concerned about that which is why I ordered the 10 instead of the 9.5.  They are pricey so I'm hoping they hold up well.  Time will tell...,READ THE REVIEWS AND CHOOSE SIZE CAREFULLY
B0009ZAHFE,20-Mar-17,5,5.5,M,Black,I read that you should buy a size or two up so that's what's I did. My daughter wears a 4 but I bought a 5 and they fit perfect. They were just what I expected!!,Dance shoe slightly small to size
